"Wall Time","DS8-phase2 - _step","DS8-phase2 - _step__MIN","DS8-phase2 - _step__MAX","DS8-phase2 - Log ZCSMC","DS8-phase2 - Log ZCSMC__MIN","DS8-phase2 - Log ZCSMC__MAX","DS8-phase1 - _step","DS8-phase1 - _step__MIN","DS8-phase1 - _step__MAX","DS8-phase1 - Log ZCSMC","DS8-phase1 - Log ZCSMC__MIN","DS8-phase1 - Log ZCSMC__MAX","DS6-phase2 - _step","DS6-phase2 - _step__MIN","DS6-phase2 - _step__MAX","DS6-phase2 - Log ZCSMC","DS6-phase2 - Log ZCSMC__MIN","DS6-phase2 - Log ZCSMC__MAX","DS6-phase1 - _step","DS6-phase1 - _step__MIN","DS6-phase1 - _step__MAX","DS6-phase1 - Log ZCSMC","DS6-phase1 - Log ZCSMC__MIN","DS6-phase1 - Log ZCSMC__MAX","DS5-phase2 - _step","DS5-phase2 - _step__MIN","DS5-phase2 - _step__MAX","DS5-phase2 - Log ZCSMC","DS5-phase2 - Log ZCSMC__MIN","DS5-phase2 - Log ZCSMC__MAX","DS5-phase1 - _step","DS5-phase1 - _step__MIN","DS5-phase1 - _step__MAX","DS5-phase1 - Log ZCSMC","DS5-phase1 - Log ZCSMC__MIN","DS5-phase1 - Log ZCSMC__MAX","DS4-phase2 - _step","DS4-phase2 - _step__MIN","DS4-phase2 - _step__MAX","DS4-phase2 - Log ZCSMC","DS4-phase2 - Log ZCSMC__MIN","DS4-phase2 - Log ZCSMC__MAX","DS4-phase1 - _step","DS4-phase1 - _step__MIN","DS4-phase1 - _step__MAX","DS4-phase1 - Log ZCSMC","DS4-phase1 - Log ZCSMC__MIN","DS4-phase1 - Log ZCSMC__MAX","DS3-phase2 - _step","DS3-phase2 - _step__MIN","DS3-phase2 - _step__MAX","DS3-phase2 - Log ZCSMC","DS3-phase2 - Log ZCSMC__MIN","DS3-phase2 - Log ZCSMC__MAX","DS3-phase1 - _step","DS3-phase1 - _step__MIN","DS3-phase1 - _step__MAX","DS3-phase1 - Log ZCSMC","DS3-phase1 - Log ZCSMC__MIN","DS3-phase1 - Log ZCSMC__MAX"
"1727054416.4223585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","-13915.7265625","-13915.7265625","-13915.7265625","","","","","","","","","","","",""
"1727054418.8727505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","-14285.025390625","-14285.025390625","-14285.025390625","","","","","","","","","","","",""
"1727054420.8334324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","-14066.7109375","-14066.7109375","-14066.7109375","","","","","","","","","","","",""
"1727054422.7928271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","-14037.03515625","-14037.03515625","-14037.03515625","","","","","","","","","","","",""
"1727054424.7190807","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","-13863.830078125","-13863.830078125","-13863.830078125","","","","","","","","","","","",""
"1727054427.3588498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","-13844.30078125","-13844.30078125","-13844.30078125","","","","","","","","","","","",""
"1727054429.3637872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","-13648.455078125","-13648.455078125","-13648.455078125","","","","","","","","","","","",""
"1727054431.3043199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","-13856.58203125","-13856.58203125","-13856.58203125","","","","","","","","","","","",""
"1727054433.2930055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","-13970.423828125","-13970.423828125","-13970.423828125","","","","","","","","","","","",""
"1727054435.7865477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","-13929.40234375","-13929.40234375","-13929.40234375","","","","","","","","","","","",""
"1727054437.7521393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","-14019.66015625","-14019.66015625","-14019.66015625","","","","","","","","","","","",""
"1727054439.7223358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","-14194.59375","-14194.59375","-14194.59375","","","","","","","","","","","",""
"1727054441.679011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","-14114.84765625","-14114.84765625","-14114.84765625","","","","","","","","","","","",""
"1727054444.1879544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","-13868.90625","-13868.90625","-13868.90625","","","","","","","","","","","",""
"1727054446.1141863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","-14041.98046875","-14041.98046875","-14041.98046875","","","","","","","","","","","",""
"1727054448.0155697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","-13798.357421875","-13798.357421875","-13798.357421875","","","","","","","","","","","",""
"1727054449.9533324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","54","54","-13688.673828125","-13688.673828125","-13688.673828125","","","","","","","","","","","",""
"1727054452.5997212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","-13917.109375","-13917.109375","-13917.109375","","","","","","","","","","","",""
"1727054454.5424552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","-14042.673828125","-14042.673828125","-14042.673828125","","","","","","","","","","","",""
"1727054456.4724941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","-13715.46875","-13715.46875","-13715.46875","","","","","","","","","","","",""
"1727054458.3845766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","-13780.1953125","-13780.1953125","-13780.1953125","","","","","","","","","","","",""
"1727054460.6721354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","-14069.75390625","-14069.75390625","-14069.75390625","","","","","","","","","","","",""
"1727054462.4972095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","-14102.7734375","-14102.7734375","-14102.7734375","","","","","","","","","","","",""
"1727054464.2650034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","61","61","-13827.8359375","-13827.8359375","-13827.8359375","","","","","","","","","","","",""
"1727054466.0337155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","-13798.203125","-13798.203125","-13798.203125","","","","","","","","","","","",""
"1727054468.3707209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","-14019.0078125","-14019.0078125","-14019.0078125","","","","","","","","","","","",""
"1727054470.2165246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","-13873.271484375","-13873.271484375","-13873.271484375","","","","","","","","","","","",""
"1727054472.0518785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","-13687.439453125","-13687.439453125","-13687.439453125","","","","","","","","","","","",""
"1727054473.8735244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","-14304.69140625","-14304.69140625","-14304.69140625","","","","","","","","","","","",""
"1727054476.3815784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","-13790.794921875","-13790.794921875","-13790.794921875","","","","","","","","","","","",""
"1727054478.1991317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","-13778.798828125","-13778.798828125","-13778.798828125","","","","","","","","","","","",""
"1727054480.0269382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","-13739.5","-13739.5","-13739.5","","","","","","","","","","","",""
"1727054481.8407314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","-14142.75","-14142.75","-14142.75","","","","","","","","","","","",""
"1727054484.1949673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","-13875.078125","-13875.078125","-13875.078125","","","","","","","","","","","",""
"1727054486.0190392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","-13922.69921875","-13922.69921875","-13922.69921875","","","","","","","","","","","",""
"1727054487.855863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","-13906.271484375","-13906.271484375","-13906.271484375","","","","","","","","","","","",""
"1727054489.7106745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","-13753.7734375","-13753.7734375","-13753.7734375","","","","","","","","","","","",""
"1727054492.0682132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","-13928.896484375","-13928.896484375","-13928.896484375","","","","","","","","","","","",""
"1727054493.8912313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","-13953.546875","-13953.546875","-13953.546875","","","","","","","","","","","",""
"1727054495.7301745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","-13787.0625","-13787.0625","-13787.0625","","","","","","","","","","","",""
"1727054497.5417519","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","-13874.341796875","-13874.341796875","-13874.341796875","","","","","","","","","","","",""
"1727054500.0894792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","-13797.970703125","-13797.970703125","-13797.970703125","","","","","","","","","","","",""
"1727054501.9377463","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","-13954.28515625","-13954.28515625","-13954.28515625","","","","","","","","","","","",""
"1727054503.7678359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","-13805.44140625","-13805.44140625","-13805.44140625","","","","","","","","","","","",""
"1727054505.5943527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","-14012.4453125","-14012.4453125","-14012.4453125","","","","","","","","","","","",""
"1727054507.9154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","-13881.65625","-13881.65625","-13881.65625","","","","","","","","","","","",""
"1727054509.749351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","-14007.52734375","-14007.52734375","-14007.52734375","","","","","","","","","","","",""
"1727054511.5828106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","-13885.125","-13885.125","-13885.125","","","","","","","","","","","",""
"1727054513.431878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","-13850.962890625","-13850.962890625","-13850.962890625","","","","","","","","","","","",""
"1727054515.7313178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","-13839.60546875","-13839.60546875","-13839.60546875","","","","","","","","","","","",""
"1727054517.5796418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","-14151.005859375","-14151.005859375","-14151.005859375","","","","","","","","","","","",""
"1727054519.3649232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","-13934.36328125","-13934.36328125","-13934.36328125","","","","","","","","","","","",""
"1727054521.202293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","-14257.021484375","-14257.021484375","-14257.021484375","","","","","","","","","","","",""
"1727054523.6620748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","-13780.025390625","-13780.025390625","-13780.025390625","","","","","","","","","","","",""
"1727054525.5265646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","-14060.01171875","-14060.01171875","-14060.01171875","","","","","","","","","","","",""
"1727054527.352681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","-13699.92578125","-13699.92578125","-13699.92578125","","","","","","","","","","","",""
"1727054529.2037935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","-13879.33203125","-13879.33203125","-13879.33203125","","","","","","","","","","","",""
"1727054531.5537217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","-13958.376953125","-13958.376953125","-13958.376953125","","","","","","","","","","","",""
"1727054533.4169292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","-13941.46875","-13941.46875","-13941.46875","","","","","","","","","","","",""
"1727054535.1896415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","-13729.87109375","-13729.87109375","-13729.87109375","","","","","","","","","","","",""
"1727054536.959952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","-13793.935546875","-13793.935546875","-13793.935546875","","","","","","","","","","","",""
"1727054539.2951176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","-13916.953125","-13916.953125","-13916.953125","","","","","","","","","","","",""
"1727054643.2795167","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","-14139.4140625","-14139.4140625","-14139.4140625","","","","","","","","","","","","","","","","","",""
"1727054646.971135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","-13954.109375","-13954.109375","-13954.109375","","","","","","","","","","","","","","","","","",""
"1727054650.7095263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","-13934.669921875","-13934.669921875","-13934.669921875","","","","","","","","","","","","","","","","","",""
"1727054654.9464204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","-13917.98046875","-13917.98046875","-13917.98046875","","","","","","","","","","","","","","","","","",""
"1727054658.7814405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","4","-13949.4609375","-13949.4609375","-13949.4609375","","","","","","","","","","","","","","","","","",""
"1727054662.4898527","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","5","5","-13937.82421875","-13937.82421875","-13937.82421875","","","","","","","","","","","","","","","","","",""
"1727054666.154724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","6","-14121.328125","-14121.328125","-14121.328125","","","","","","","","","","","","","","","","","",""
"1727054670.3881433","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","7","-14129.673828125","-14129.673828125","-14129.673828125","","","","","","","","","","","","","","","","","",""
"1727054674.0629787","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","8","8","-14120.390625","-14120.390625","-14120.390625","","","","","","","","","","","","","","","","","",""
"1727054677.8033473","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9","9","-14108.837890625","-14108.837890625","-14108.837890625","","","","","","","","","","","","","","","","","",""
"1727054681.3385255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","10","10","-14097.529296875","-14097.529296875","-14097.529296875","","","","","","","","","","","","","","","","","",""
"1727054685.150584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","-14172.0859375","-14172.0859375","-14172.0859375","","","","","","","","","","","","","","","","","",""
"1727054688.6846592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","-14098.34375","-14098.34375","-14098.34375","","","","","","","","","","","","","","","","","",""
"1727054692.342979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","13","13","-14105.208984375","-14105.208984375","-14105.208984375","","","","","","","","","","","","","","","","","",""
"1727054695.887732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","14","14","-14107.671875","-14107.671875","-14107.671875","","","","","","","","","","","","","","","","","",""
"1727054699.979078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","15","15","-13932.666015625","-13932.666015625","-13932.666015625","","","","","","","","","","","","","","","","","",""
"1727054703.6989443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","16","16","-14118.9921875","-14118.9921875","-14118.9921875","","","","","","","","","","","","","","","","","",""
"1727054707.4241498","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","17","17","-14104.4140625","-14104.4140625","-14104.4140625","","","","","","","","","","","","","","","","","",""
"1727054711.265729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","18","18","-14089.490234375","-14089.490234375","-14089.490234375","","","","","","","","","","","","","","","","","",""
"1727054715.4992745","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","19","-14116.1796875","-14116.1796875","-14116.1796875","","","","","","","","","","","","","","","","","",""
"1727054719.2179081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","20","-14101.708984375","-14101.708984375","-14101.708984375","","","","","","","","","","","","","","","","","",""
"1727054722.9121182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","21","-14157.41796875","-14157.41796875","-14157.41796875","","","","","","","","","","","","","","","","","",""
"1727054726.7349982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","22","22","-14120.845703125","-14120.845703125","-14120.845703125","","","","","","","","","","","","","","","","","",""
"1727054730.9928691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","23","23","-14090.404296875","-14090.404296875","-14090.404296875","","","","","","","","","","","","","","","","","",""
"1727054734.6776497","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","24","24","-14148.8828125","-14148.8828125","-14148.8828125","","","","","","","","","","","","","","","","","",""
"1727054738.3855124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","25","25","-14104.130859375","-14104.130859375","-14104.130859375","","","","","","","","","","","","","","","","","",""
"1727054741.938963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","26","26","-14112.9453125","-14112.9453125","-14112.9453125","","","","","","","","","","","","","","","","","",""
"1727054746.1750352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","27","27","-14099.439453125","-14099.439453125","-14099.439453125","","","","","","","","","","","","","","","","","",""
"1727054749.880451","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","28","28","-14106.244140625","-14106.244140625","-14106.244140625","","","","","","","","","","","","","","","","","",""
"1727054753.5802598","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","29","29","-14116.140625","-14116.140625","-14116.140625","","","","","","","","","","","","","","","","","",""
"1727054757.2674901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","-14107.533203125","-14107.533203125","-14107.533203125","","","","","","","","","","","","","","","","","",""
"1727054761.6641958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","31","31","-14088.041015625","-14088.041015625","-14088.041015625","","","","","","","","","","","","","","","","","",""
"1727054765.3856223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","32","32","-14117.8125","-14117.8125","-14117.8125","","","","","","","","","","","","","","","","","",""
"1727054769.115191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","33","33","-14132.12109375","-14132.12109375","-14132.12109375","","","","","","","","","","","","","","","","","",""
"1727054772.8462567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","34","34","-14102.38671875","-14102.38671875","-14102.38671875","","","","","","","","","","","","","","","","","",""
"1727054777.2248776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","-14098.216796875","-14098.216796875","-14098.216796875","","","","","","","","","","","","","","","","","",""
"1727054780.9708164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","-14112.552734375","-14112.552734375","-14112.552734375","","","","","","","","","","","","","","","","","",""
"1727054784.7022846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","-14142.94140625","-14142.94140625","-14142.94140625","","","","","","","","","","","","","","","","","",""
"1727054788.4177468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","-14121.759765625","-14121.759765625","-14121.759765625","","","","","","","","","","","","","","","","","",""
"1727054792.6332738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","-14114.037109375","-14114.037109375","-14114.037109375","","","","","","","","","","","","","","","","","",""
"1727054796.4862866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","-14202.93359375","-14202.93359375","-14202.93359375","","","","","","","","","","","","","","","","","",""
"1727054800.177736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","-14103.44921875","-14103.44921875","-14103.44921875","","","","","","","","","","","","","","","","","",""
"1727054803.904082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","-14106.66796875","-14106.66796875","-14106.66796875","","","","","","","","","","","","","","","","","",""
"1727054808.1214366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","-14108.15234375","-14108.15234375","-14108.15234375","","","","","","","","","","","","","","","","","",""
"1727054811.990452","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","-14087.65625","-14087.65625","-14087.65625","","","","","","","","","","","","","","","","","",""
"1727054815.5435088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","-14141.24609375","-14141.24609375","-14141.24609375","","","","","","","","","","","","","","","","","",""
"1727054819.1109276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","-14130.513671875","-14130.513671875","-14130.513671875","","","","","","","","","","","","","","","","","",""
"1727054823.3632445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","-14098.73046875","-14098.73046875","-14098.73046875","","","","","","","","","","","","","","","","","",""
"1727054827.0953236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","-14190.08203125","-14190.08203125","-14190.08203125","","","","","","","","","","","","","","","","","",""
"1727054830.9177854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","-14256.3125","-14256.3125","-14256.3125","","","","","","","","","","","","","","","","","",""
"1727054834.4245427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","-14066.140625","-14066.140625","-14066.140625","","","","","","","","","","","","","","","","","",""
"1727054838.2436776","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","-14101.021484375","-14101.021484375","-14101.021484375","","","","","","","","","","","","","","","","","",""
"1727054841.7313702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","-14216.072265625","-14216.072265625","-14216.072265625","","","","","","","","","","","","","","","","","",""
"1727054845.3610964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","-14098.9609375","-14098.9609375","-14098.9609375","","","","","","","","","","","","","","","","","",""
"1727054848.8840063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","54","54","-14080.12109375","-14080.12109375","-14080.12109375","","","","","","","","","","","","","","","","","",""
"1727054852.6885495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","-14187.947265625","-14187.947265625","-14187.947265625","","","","","","","","","","","","","","","","","",""
"1727054856.2397356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","-14121.212890625","-14121.212890625","-14121.212890625","","","","","","","","","","","","","","","","","",""
"1727054859.7904193","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","-14101.03125","-14101.03125","-14101.03125","","","","","","","","","","","","","","","","","",""
"1727054863.457563","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","-14218.388671875","-14218.388671875","-14218.388671875","","","","","","","","","","","","","","","","","",""
"1727054867.2780437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","-14093.44140625","-14093.44140625","-14093.44140625","","","","","","","","","","","","","","","","","",""
"1727054870.8357606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","-14126.69140625","-14126.69140625","-14126.69140625","","","","","","","","","","","","","","","","","",""
"1727054874.351784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","61","61","-14198.697265625","-14198.697265625","-14198.697265625","","","","","","","","","","","","","","","","","",""
"1727054877.8833804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","-14187.37109375","-14187.37109375","-14187.37109375","","","","","","","","","","","","","","","","","",""
"1727054881.8422203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","-14136.32421875","-14136.32421875","-14136.32421875","","","","","","","","","","","","","","","","","",""
"1727054885.32453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","-14085.001953125","-14085.001953125","-14085.001953125","","","","","","","","","","","","","","","","","",""
"1727054888.8957646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","-14182.134765625","-14182.134765625","-14182.134765625","","","","","","","","","","","","","","","","","",""
"1727054892.5921133","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","-14193.8828125","-14193.8828125","-14193.8828125","","","","","","","","","","","","","","","","","",""
"1727054896.9829865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","-14200.26171875","-14200.26171875","-14200.26171875","","","","","","","","","","","","","","","","","",""
"1727054900.7145116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","-14171.833984375","-14171.833984375","-14171.833984375","","","","","","","","","","","","","","","","","",""
"1727054904.3979013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","-14166.234375","-14166.234375","-14166.234375","","","","","","","","","","","","","","","","","",""
"1727054908.099215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","-14076.240234375","-14076.240234375","-14076.240234375","","","","","","","","","","","","","","","","","",""
"1727054912.3407834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","-14187.96875","-14187.96875","-14187.96875","","","","","","","","","","","","","","","","","",""
"1727054916.215952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","-14182.69921875","-14182.69921875","-14182.69921875","","","","","","","","","","","","","","","","","",""
"1727054919.93348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","-14091.796875","-14091.796875","-14091.796875","","","","","","","","","","","","","","","","","",""
"1727054923.660051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","-14179.1640625","-14179.1640625","-14179.1640625","","","","","","","","","","","","","","","","","",""
