"Wall Time","DS8-phase2 - _step","DS8-phase2 - _step__MIN","DS8-phase2 - _step__MAX","DS8-phase2 - Log ZCSMC","DS8-phase2 - Log ZCSMC__MIN","DS8-phase2 - Log ZCSMC__MAX","DS8-phase1 - _step","DS8-phase1 - _step__MIN","DS8-phase1 - _step__MAX","DS8-phase1 - Log ZCSMC","DS8-phase1 - Log ZCSMC__MIN","DS8-phase1 - Log ZCSMC__MAX","DS6-phase2 - _step","DS6-phase2 - _step__MIN","DS6-phase2 - _step__MAX","DS6-phase2 - Log ZCSMC","DS6-phase2 - Log ZCSMC__MIN","DS6-phase2 - Log ZCSMC__MAX","DS6-phase1 - _step","DS6-phase1 - _step__MIN","DS6-phase1 - _step__MAX","DS6-phase1 - Log ZCSMC","DS6-phase1 - Log ZCSMC__MIN","DS6-phase1 - Log ZCSMC__MAX","DS5-phase2 - _step","DS5-phase2 - _step__MIN","DS5-phase2 - _step__MAX","DS5-phase2 - Log ZCSMC","DS5-phase2 - Log ZCSMC__MIN","DS5-phase2 - Log ZCSMC__MAX","DS5-phase1 - _step","DS5-phase1 - _step__MIN","DS5-phase1 - _step__MAX","DS5-phase1 - Log ZCSMC","DS5-phase1 - Log ZCSMC__MIN","DS5-phase1 - Log ZCSMC__MAX","DS4-phase2 - _step","DS4-phase2 - _step__MIN","DS4-phase2 - _step__MAX","DS4-phase2 - Log ZCSMC","DS4-phase2 - Log ZCSMC__MIN","DS4-phase2 - Log ZCSMC__MAX","DS4-phase1 - _step","DS4-phase1 - _step__MIN","DS4-phase1 - _step__MAX","DS4-phase1 - Log ZCSMC","DS4-phase1 - Log ZCSMC__MIN","DS4-phase1 - Log ZCSMC__MAX","DS3-phase2 - _step","DS3-phase2 - _step__MIN","DS3-phase2 - _step__MAX","DS3-phase2 - Log ZCSMC","DS3-phase2 - Log ZCSMC__MIN","DS3-phase2 - Log ZCSMC__MAX","DS3-phase1 - _step","DS3-phase1 - _step__MIN","DS3-phase1 - _step__MAX","DS3-phase1 - Log ZCSMC","DS3-phase1 - Log ZCSMC__MIN","DS3-phase1 - Log ZCSMC__MAX"
"1727055520.9575517","","","","","","","","","","","","","","","","","","","","","","","","","35","35","35","-8159.59716796875","-8159.59716796875","-8159.59716796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055523.1959093","","","","","","","","","","","","","","","","","","","","","","","","","36","36","36","-8150.578125","-8150.578125","-8150.578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055525.6002645","","","","","","","","","","","","","","","","","","","","","","","","","37","37","37","-8156.56396484375","-8156.56396484375","-8156.56396484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055527.8463879","","","","","","","","","","","","","","","","","","","","","","","","","38","38","38","-8143.22265625","-8143.22265625","-8143.22265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055530.6475472","","","","","","","","","","","","","","","","","","","","","","","","","39","39","39","-8170.12451171875","-8170.12451171875","-8170.12451171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055532.9453912","","","","","","","","","","","","","","","","","","","","","","","","","40","40","40","-8144.9658203125","-8144.9658203125","-8144.9658203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055535.339382","","","","","","","","","","","","","","","","","","","","","","","","","41","41","41","-8158.8427734375","-8158.8427734375","-8158.8427734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055537.6000617","","","","","","","","","","","","","","","","","","","","","","","","","42","42","42","-8171.9423828125","-8171.9423828125","-8171.9423828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055540.3985543","","","","","","","","","","","","","","","","","","","","","","","","","43","43","43","-8152.1494140625","-8152.1494140625","-8152.1494140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055542.845004","","","","","","","","","","","","","","","","","","","","","","","","","44","44","44","-8143.4384765625","-8143.4384765625","-8143.4384765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055545.0843585","","","","","","","","","","","","","","","","","","","","","","","","","45","45","45","-8145.90087890625","-8145.90087890625","-8145.90087890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055547.3163483","","","","","","","","","","","","","","","","","","","","","","","","","46","46","46","-8158.95458984375","-8158.95458984375","-8158.95458984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055550.1587212","","","","","","","","","","","","","","","","","","","","","","","","","47","47","47","-8147.892578125","-8147.892578125","-8147.892578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055552.557297","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","-8154.72802734375","-8154.72802734375","-8154.72802734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055554.8209994","","","","","","","","","","","","","","","","","","","","","","","","","49","49","49","-8145.2548828125","-8145.2548828125","-8145.2548828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055557.0703099","","","","","","","","","","","","","","","","","","","","","","","","","50","50","50","-8165.529296875","-8165.529296875","-8165.529296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055559.8879702","","","","","","","","","","","","","","","","","","","","","","","","","51","51","51","-8144.73291015625","-8144.73291015625","-8144.73291015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055562.270922","","","","","","","","","","","","","","","","","","","","","","","","","52","52","52","-8158.10693359375","-8158.10693359375","-8158.10693359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055564.4996564","","","","","","","","","","","","","","","","","","","","","","","","","53","53","53","-8148.67626953125","-8148.67626953125","-8148.67626953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055566.7561615","","","","","","","","","","","","","","","","","","","","","","","","","54","54","54","-8138.181640625","-8138.181640625","-8138.181640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055569.6923287","","","","","","","","","","","","","","","","","","","","","","","","","55","55","55","-8154.7421875","-8154.7421875","-8154.7421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055572.1314468","","","","","","","","","","","","","","","","","","","","","","","","","56","56","56","-8154.9619140625","-8154.9619140625","-8154.9619140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055574.5605507","","","","","","","","","","","","","","","","","","","","","","","","","57","57","57","-8142.8994140625","-8142.8994140625","-8142.8994140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055577.0302668","","","","","","","","","","","","","","","","","","","","","","","","","58","58","58","-8138.97119140625","-8138.97119140625","-8138.97119140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055580.1879966","","","","","","","","","","","","","","","","","","","","","","","","","59","59","59","-8145.85302734375","-8145.85302734375","-8145.85302734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055582.691091","","","","","","","","","","","","","","","","","","","","","","","","","60","60","60","-8127.12158203125","-8127.12158203125","-8127.12158203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055584.9735062","","","","","","","","","","","","","","","","","","","","","","","","","61","61","61","-8155.658203125","-8155.658203125","-8155.658203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055587.2114305","","","","","","","","","","","","","","","","","","","","","","","","","62","62","62","-8141.2626953125","-8141.2626953125","-8141.2626953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055590.2084444","","","","","","","","","","","","","","","","","","","","","","","","","63","63","63","-8142.98681640625","-8142.98681640625","-8142.98681640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055592.6793644","","","","","","","","","","","","","","","","","","","","","","","","","64","64","64","-8154.41943359375","-8154.41943359375","-8154.41943359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055595.1306655","","","","","","","","","","","","","","","","","","","","","","","","","65","65","65","-8226.3720703125","-8226.3720703125","-8226.3720703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055597.4618049","","","","","","","","","","","","","","","","","","","","","","","","","66","66","66","-8194.037109375","-8194.037109375","-8194.037109375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055600.4220078","","","","","","","","","","","","","","","","","","","","","","","","","67","67","67","-8188.7568359375","-8188.7568359375","-8188.7568359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055602.706053","","","","","","","","","","","","","","","","","","","","","","","","","68","68","68","-8189.61328125","-8189.61328125","-8189.61328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055604.9575846","","","","","","","","","","","","","","","","","","","","","","","","","69","69","69","-8179.75732421875","-8179.75732421875","-8179.75732421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055607.215154","","","","","","","","","","","","","","","","","","","","","","","","","70","70","70","-8212.513671875","-8212.513671875","-8212.513671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055610.214167","","","","","","","","","","","","","","","","","","","","","","","","","71","71","71","-8185.115234375","-8185.115234375","-8185.115234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055612.4503024","","","","","","","","","","","","","","","","","","","","","","","","","72","72","72","-8197.607421875","-8197.607421875","-8197.607421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055614.681589","","","","","","","","","","","","","","","","","","","","","","","","","73","73","73","-8187.3017578125","-8187.3017578125","-8187.3017578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055616.898145","","","","","","","","","","","","","","","","","","","","","","","","","74","74","74","-8181.88330078125","-8181.88330078125","-8181.88330078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055619.824973","","","","","","","","","","","","","","","","","","","","","","","","","75","75","75","-8187.49560546875","-8187.49560546875","-8187.49560546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055622.0555754","","","","","","","","","","","","","","","","","","","","","","","","","76","76","76","-8193.3720703125","-8193.3720703125","-8193.3720703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055624.3425674","","","","","","","","","","","","","","","","","","","","","","","","","77","77","77","-8181.5576171875","-8181.5576171875","-8181.5576171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055626.7337022","","","","","","","","","","","","","","","","","","","","","","","","","78","78","78","-8177.72998046875","-8177.72998046875","-8177.72998046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055629.53291","","","","","","","","","","","","","","","","","","","","","","","","","79","79","79","-8170.9521484375","-8170.9521484375","-8170.9521484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055631.7981172","","","","","","","","","","","","","","","","","","","","","","","","","80","80","80","-8184.1796875","-8184.1796875","-8184.1796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055634.031735","","","","","","","","","","","","","","","","","","","","","","","","","81","81","81","-8192.3515625","-8192.3515625","-8192.3515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055636.415475","","","","","","","","","","","","","","","","","","","","","","","","","82","82","82","-8186.7431640625","-8186.7431640625","-8186.7431640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055639.2333632","","","","","","","","","","","","","","","","","","","","","","","","","83","83","83","-8195.5908203125","-8195.5908203125","-8195.5908203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055641.4930127","","","","","","","","","","","","","","","","","","","","","","","","","84","84","84","-8184.76953125","-8184.76953125","-8184.76953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055643.704061","","","","","","","","","","","","","","","","","","","","","","","","","85","85","85","-8178.353515625","-8178.353515625","-8178.353515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055646.0570211","","","","","","","","","","","","","","","","","","","","","","","","","86","86","86","-8186.4521484375","-8186.4521484375","-8186.4521484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055648.829164","","","","","","","","","","","","","","","","","","","","","","","","","87","87","87","-8181.693359375","-8181.693359375","-8181.693359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055651.0858228","","","","","","","","","","","","","","","","","","","","","","","","","88","88","88","-8171.1357421875","-8171.1357421875","-8171.1357421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055653.4294488","","","","","","","","","","","","","","","","","","","","","","","","","89","89","89","-8169.314453125","-8169.314453125","-8169.314453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055655.6458995","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","-8173.36865234375","-8173.36865234375","-8173.36865234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055658.0737157","","","","","","","","","","","","","","","","","","","","","","","","","91","91","91","-8171.677734375","-8171.677734375","-8171.677734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055660.050969","","","","","","","","","","","","","","","","","","","","","","","","","92","92","92","-8180.99462890625","-8180.99462890625","-8180.99462890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055662.2087822","","","","","","","","","","","","","","","","","","","","","","","","","93","93","93","-8178.4814453125","-8178.4814453125","-8178.4814453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055664.1833603","","","","","","","","","","","","","","","","","","","","","","","","","94","94","94","-8187.5595703125","-8187.5595703125","-8187.5595703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055666.4341516","","","","","","","","","","","","","","","","","","","","","","","","","95","95","95","-8170.4794921875","-8170.4794921875","-8170.4794921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055668.4200058","","","","","","","","","","","","","","","","","","","","","","","","","96","96","96","-8182.560546875","-8182.560546875","-8182.560546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055670.5598834","","","","","","","","","","","","","","","","","","","","","","","","","97","97","97","-8172.009765625","-8172.009765625","-8172.009765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055672.7654786","","","","","","","","","","","","","","","","","","","","","","","","","98","98","98","-8181.4892578125","-8181.4892578125","-8181.4892578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055675.5788252","","","","","","","","","","","","","","","","","","","","","","","","","99","99","99","-8163.1640625","-8163.1640625","-8163.1640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055774.3786726","","","","","","","","","","","","","","","","","","","0","0","0","-7448.2578125","-7448.2578125","-7448.2578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055777.1552165","","","","","","","","","","","","","","","","","","","1","1","1","-7167.13671875","-7167.13671875","-7167.13671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055779.9262884","","","","","","","","","","","","","","","","","","","2","2","2","-7029.041015625","-7029.041015625","-7029.041015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055783.2968082","","","","","","","","","","","","","","","","","","","3","3","3","-7056.298828125","-7056.298828125","-7056.298828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055786.0247517","","","","","","","","","","","","","","","","","","","4","4","4","-6977.03515625","-6977.03515625","-6977.03515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055788.7718437","","","","","","","","","","","","","","","","","","","5","5","5","-6998.455078125","-6998.455078125","-6998.455078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055791.4394631","","","","","","","","","","","","","","","","","","","6","6","6","-6850.841796875","-6850.841796875","-6850.841796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055794.4717193","","","","","","","","","","","","","","","","","","","7","7","7","-6804.25390625","-6804.25390625","-6804.25390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055797.039217","","","","","","","","","","","","","","","","","","","8","8","8","-6807.419921875","-6807.419921875","-6807.419921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055799.5938172","","","","","","","","","","","","","","","","","","","9","9","9","-6836.66015625","-6836.66015625","-6836.66015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055802.2257388","","","","","","","","","","","","","","","","","","","10","10","10","-6744.27734375","-6744.27734375","-6744.27734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055805.12442","","","","","","","","","","","","","","","","","","","11","11","11","-6770.35546875","-6770.35546875","-6770.35546875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055807.6183856","","","","","","","","","","","","","","","","","","","12","12","12","-6762.953125","-6762.953125","-6762.953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055810.1184504","","","","","","","","","","","","","","","","","","","13","13","13","-6816.890625","-6816.890625","-6816.890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055812.7238793","","","","","","","","","","","","","","","","","","","14","14","14","-6754.55078125","-6754.55078125","-6754.55078125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055815.6912475","","","","","","","","","","","","","","","","","","","15","15","15","-6706.18359375","-6706.18359375","-6706.18359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055818.2312934","","","","","","","","","","","","","","","","","","","16","16","16","-6802.064453125","-6802.064453125","-6802.064453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055820.7340255","","","","","","","","","","","","","","","","","","","17","17","17","-6888.63671875","-6888.63671875","-6888.63671875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055823.413502","","","","","","","","","","","","","","","","","","","18","18","18","-6686.8984375","-6686.8984375","-6686.8984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055826.3943205","","","","","","","","","","","","","","","","","","","19","19","19","-6671.42578125","-6671.42578125","-6671.42578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055828.9531734","","","","","","","","","","","","","","","","","","","20","20","20","-6818.427734375","-6818.427734375","-6818.427734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055831.4931366","","","","","","","","","","","","","","","","","","","21","21","21","-6687.27734375","-6687.27734375","-6687.27734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055834.0683038","","","","","","","","","","","","","","","","","","","22","22","22","-6718.376953125","-6718.376953125","-6718.376953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055837.3599324","","","","","","","","","","","","","","","","","","","23","23","23","-6866.37890625","-6866.37890625","-6866.37890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055839.9329202","","","","","","","","","","","","","","","","","","","24","24","24","-6831.625","-6831.625","-6831.625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055842.553113","","","","","","","","","","","","","","","","","","","25","25","25","-6801.0859375","-6801.0859375","-6801.0859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055845.0988963","","","","","","","","","","","","","","","","","","","26","26","26","-6581.244140625","-6581.244140625","-6581.244140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055848.160077","","","","","","","","","","","","","","","","","","","27","27","27","-6578.828125","-6578.828125","-6578.828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055850.687651","","","","","","","","","","","","","","","","","","","28","28","28","-6647.216796875","-6647.216796875","-6647.216796875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055853.2420557","","","","","","","","","","","","","","","","","","","29","29","29","-6702.404296875","-6702.404296875","-6702.404296875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055855.6195903","","","","","","","","","","","","","","","","","","","30","30","30","-6614.458984375","-6614.458984375","-6614.458984375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055858.3937116","","","","","","","","","","","","","","","","","","","31","31","31","-6549.16015625","-6549.16015625","-6549.16015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055860.8202996","","","","","","","","","","","","","","","","","","","32","32","32","-6734.96875","-6734.96875","-6734.96875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055863.172841","","","","","","","","","","","","","","","","","","","33","33","33","-6629.900390625","-6629.900390625","-6629.900390625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055865.549988","","","","","","","","","","","","","","","","","","","34","34","34","-6880.890625","-6880.890625","-6880.890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055868.3238938","","","","","","","","","","","","","","","","","","","35","35","35","-6623.314453125","-6623.314453125","-6623.314453125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055870.6629827","","","","","","","","","","","","","","","","","","","36","36","36","-6636.46875","-6636.46875","-6636.46875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055873.18674","","","","","","","","","","","","","","","","","","","37","37","37","-6648.1015625","-6648.1015625","-6648.1015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055875.9118798","","","","","","","","","","","","","","","","","","","38","38","38","-6557.701171875","-6557.701171875","-6557.701171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055879.0515444","","","","","","","","","","","","","","","","","","","39","39","39","-6758.16015625","-6758.16015625","-6758.16015625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055881.6293094","","","","","","","","","","","","","","","","","","","40","40","40","-6593.068359375","-6593.068359375","-6593.068359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055884.2375114","","","","","","","","","","","","","","","","","","","41","41","41","-6554.19921875","-6554.19921875","-6554.19921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055886.7357404","","","","","","","","","","","","","","","","","","","42","42","42","-6731.228515625","-6731.228515625","-6731.228515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055889.8908982","","","","","","","","","","","","","","","","","","","43","43","43","-6718.80859375","-6718.80859375","-6718.80859375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055892.522871","","","","","","","","","","","","","","","","","","","44","44","44","-6493.6171875","-6493.6171875","-6493.6171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055895.0684164","","","","","","","","","","","","","","","","","","","45","45","45","-6668.146484375","-6668.146484375","-6668.146484375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055897.552092","","","","","","","","","","","","","","","","","","","46","46","46","-6540.482421875","-6540.482421875","-6540.482421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055900.8758433","","","","","","","","","","","","","","","","","","","47","47","47","-6492.6640625","-6492.6640625","-6492.6640625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055903.466936","","","","","","","","","","","","","","","","","","","48","48","48","-6574.01953125","-6574.01953125","-6574.01953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055905.9679203","","","","","","","","","","","","","","","","","","","49","49","49","-6686.947265625","-6686.947265625","-6686.947265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055908.548625","","","","","","","","","","","","","","","","","","","50","50","50","-6672.693359375","-6672.693359375","-6672.693359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055911.768534","","","","","","","","","","","","","","","","","","","51","51","51","-6679.27734375","-6679.27734375","-6679.27734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055914.3240147","","","","","","","","","","","","","","","","","","","52","52","52","-6820.01953125","-6820.01953125","-6820.01953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055916.825411","","","","","","","","","","","","","","","","","","","53","53","53","-6535.2421875","-6535.2421875","-6535.2421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055919.358215","","","","","","","","","","","","","","","","","","","54","54","54","-6552.73046875","-6552.73046875","-6552.73046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055922.5462375","","","","","","","","","","","","","","","","","","","55","55","55","-6612.12890625","-6612.12890625","-6612.12890625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055925.2669501","","","","","","","","","","","","","","","","","","","56","56","56","-6776.28125","-6776.28125","-6776.28125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055927.7544742","","","","","","","","","","","","","","","","","","","57","57","57","-6532.044921875","-6532.044921875","-6532.044921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055930.2360907","","","","","","","","","","","","","","","","","","","58","58","58","-6761.11328125","-6761.11328125","-6761.11328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055933.3744404","","","","","","","","","","","","","","","","","","","59","59","59","-6614.2578125","-6614.2578125","-6614.2578125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055935.9558048","","","","","","","","","","","","","","","","","","","60","60","60","-6597.74609375","-6597.74609375","-6597.74609375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055938.5304017","","","","","","","","","","","","","","","","","","","61","61","61","-6666.9921875","-6666.9921875","-6666.9921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055941.0840514","","","","","","","","","","","","","","","","","","","62","62","62","-6505.07421875","-6505.07421875","-6505.07421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055944.2277038","","","","","","","","","","","","","","","","","","","63","63","63","-6507.99609375","-6507.99609375","-6507.99609375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055946.8034108","","","","","","","","","","","","","","","","","","","64","64","64","-6649.140625","-6649.140625","-6649.140625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055949.3328695","","","","","","","","","","","","","","","","","","","65","65","65","-6554.01953125","-6554.01953125","-6554.01953125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055952.1505806","","","","","","","","","","","","","","","","","","","66","66","66","-6561.611328125","-6561.611328125","-6561.611328125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055955.7092338","","","","","","","","","","","","","","","","","","","67","67","67","-6553.345703125","-6553.345703125","-6553.345703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055958.3607366","","","","","","","","","","","","","","","","","","","68","68","68","-6686.18359375","-6686.18359375","-6686.18359375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1727055960.897398","","","","","","","","","","","","","","","","","","","69","69","69","-6584.875","-6584.875","-6584.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
